gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,MonthlyCharges,Churn,Churn_numeric,InternetService_Fiber optic,Contract_One year,Contract_Two year,CustomerValue,TotalServices,Senior_Fiber_Risk,ContractRisk,Cluster,Persona
0,0,1,1,1,0,19,0,0,False,False,False,19,1,0,2,1,At-Risk Newbies
1,0,1,12,1,0,19,0,0,False,False,False,228,1,0,2,2,Stable Budgeteers
1,0,1,49,1,0,101,1,1,False,False,False,4949,1,0,2,0,Loyal High-Rollers
1,0,0,27,1,1,69,0,0,False,False,False,1863,2,0,2,1,At-Risk Newbies
0,0,0,24,1,0,20,0,0,True,False,False,480,1,0,2,2,Stable Budgeteers
1,0,1,67,1,1,105,0,0,True,True,False,7035,2,0,1,0,Loyal High-Rollers
0,0,0,2,1,0,45,0,0,False,False,True,90,1,0,0,1,At-Risk Newbies
1,0,0,72,1,0,114,0,0,True,False,False,8208,1,0,2,0,Loyal High-Rollers
0,1,0,52,1,0,106,0,0,False,True,False,5512,1,0,1,0,Loyal High-Rollers
1,0,0,10,1,0,74,1,1,False,False,False,740,1,0,2,1,At-Risk Newbies
1,1,0,72,1,0,74,0,0,False,False,False,5328,1,0,2,0,Loyal High-Rollers
0,0,0,7,1,0,75,1,1,False,False,True,525,1,0,0,1,At-Risk Newbies
1,1,1,72,1,0,116,0,0,False,False,False,8352,1,0,2,0,Loyal High-Rollers
0,0,1,51,1,0,81,0,0,True,False,False,4131,1,0,2,0,Loyal High-Rollers
0,1,0,26,1,0,98,0,0,False,True,False,2548,1,0,1,0,Loyal High-Rollers
0,1,0,52,1,0,109,0,0,False,False,False,5668,1,0,2,0,Loyal High-Rollers
1,0,1,47,1,1,21,0,0,True,False,False,987,2,0,2,2,Stable Budgeteers
1,0,0,36,1,1,19,0,0,True,True,False,684,2,0,1,2,Stable Budgeteers
0,0,0,3,1,0,20,1,1,False,False,False,60,1,0,2,1,At-Risk Newbies
0,1,0,1,1,0,71,0,0,False,False,True,71,1,0,0,1,At-Risk Newbies
1,1,0,12,0,1,44,1,1,False,False,True,528,1,0,0,1,At-Risk Newbies
1,0,0,72,1,1,112,0,0,False,True,False,8064,2,0,1,0,Loyal High-Rollers
1,0,0,12,1,1,20,0,0,True,False,False,240,2,0,2,2,Stable Budgeteers
1,1,0,1,1,1,95,1,1,True,False,True,95,2,1,0,1,At-Risk Newbies
1,0,0,30,1,0,70,0,0,False,True,False,2100,1,0,1,1,At-Risk Newbies
0,0,0,42,1,0,50,0,0,False,False,False,2100,1,0,2,2,Stable Budgeteers
1,0,0,3,1,1,69,1,1,True,False,False,207,2,0,2,1,At-Risk Newbies
1,1,0,13,1,1,89,1,1,True,False,False,1157,2,1,2,1,At-Risk Newbies
0,0,0,12,1,1,100,1,1,False,False,False,1200,2,0,2,1,At-Risk Newbies
1,1,0,57,1,1,101,1,1,True,False,False,5757,2,1,2,0,Loyal High-Rollers
1,1,0,32,1,1,85,1,1,False,False,True,2720,2,0,0,0,Loyal High-Rollers
1,0,0,68,1,0,77,0,0,False,False,True,5236,1,0,0,0,Loyal High-Rollers
0,0,1,8,1,1,20,0,0,False,False,True,160,2,0,0,1,At-Risk Newbies
0,0,0,1,1,0,20,1,1,True,False,False,20,1,0,2,1,At-Risk Newbies
1,0,1,46,1,0,20,0,0,False,False,True,920,1,0,0,2,Stable Budgeteers
1,0,0,10,1,1,95,0,0,True,True,False,950,2,0,1,1,At-Risk Newbies
1,1,0,4,0,1,30,0,0,True,False,True,120,1,1,0,1,At-Risk Newbies
1,1,0,1,1,1,46,0,0,True,False,False,46,2,1,2,1,At-Risk Newbies
0,1,0,4,1,1,85,1,1,True,True,False,340,2,1,1,1,At-Risk Newbies
0,0,0,68,1,1,20,0,0,True,True,False,1360,2,0,1,2,Stable Budgeteers
1,0,1,58,1,0,94,0,0,False,True,False,5452,1,0,1,0,Loyal High-Rollers
1,0,0,1,0,1,24,0,0,True,False,True,24,1,0,0,1,At-Risk Newbies
1,1,0,12,1,0,73,0,0,False,False,False,876,1,0,2,1,At-Risk Newbies
1,0,1,72,1,0,114,0,0,False,False,False,8208,1,0,2,0,Loyal High-Rollers
0,0,0,5,1,1,100,1,1,True,False,False,500,2,0,2,1,At-Risk Newbies
0,0,1,20,1,0,20,0,0,False,False,True,400,1,0,0,2,Stable Budgeteers
1,0,1,27,1,0,19,0,0,False,False,False,513,1,0,2,2,Stable Budgeteers
0,0,0,31,1,0,85,0,0,False,False,False,2635,1,0,2,0,Loyal High-Rollers
0,0,0,70,1,1,98,0,0,True,False,True,6860,2,0,0,0,Loyal High-Rollers
1,0,1,67,1,0,69,0,0,False,True,False,4623,1,0,1,0,Loyal High-Rollers
1,0,0,3,1,1,50,0,0,True,False,False,150,2,0,2,1,At-Risk Newbies
1,0,0,1,1,0,20,1,1,False,False,True,20,1,0,0,1,At-Risk Newbies
1,0,1,28,1,1,54,0,0,True,False,False,1512,2,0,2,1,At-Risk Newbies
1,0,1,29,1,0,20,0,0,True,False,False,580,1,0,2,2,Stable Budgeteers
0,0,0,4,1,0,75,1,1,False,False,False,300,1,0,2,1,At-Risk Newbies
0,0,0,50,1,0,80,0,0,False,True,False,4000,1,0,1,0,Loyal High-Rollers
0,1,0,34,1,1,64,0,0,False,False,False,2176,2,0,2,1,At-Risk Newbies
1,0,1,67,1,0,90,0,0,False,True,False,6030,1,0,1,0,Loyal High-Rollers
1,0,1,72,1,0,104,0,0,False,False,False,7488,1,0,2,0,Loyal High-Rollers
0,1,0,4,1,0,100,1,1,False,True,False,400,1,0,1,1,At-Risk Newbies
0,1,0,7,1,1,84,0,0,True,True,False,588,2,1,1,1,At-Risk Newbies
0,0,0,47,1,1,104,0,0,False,False,False,4888,2,0,2,0,Loyal High-Rollers
0,0,1,11,1,1,51,0,0,False,False,True,561,2,0,0,1,At-Risk Newbies
1,0,0,40,1,1,105,1,1,True,True,False,4200,2,0,1,0,Loyal High-Rollers
1,1,0,40,1,1,102,1,1,True,True,False,4080,2,1,1,0,Loyal High-Rollers
0,0,0,41,1,0,20,0,0,False,False,False,820,1,0,2,2,Stable Budgeteers
1,0,0,31,1,1,94,0,0,True,False,False,2914,2,0,2,0,Loyal High-Rollers
1,0,0,62,1,0,23,0,0,False,False,False,1426,1,0,2,2,Stable Budgeteers
0,0,0,61,1,1,104,0,0,True,True,False,6344,2,0,1,0,Loyal High-Rollers
0,0,1,67,0,1,36,0,0,True,False,True,2412,1,0,0,2,Stable Budgeteers
0,1,0,72,1,1,24,0,0,True,False,False,1728,2,1,2,2,Stable Budgeteers
1,0,0,62,0,0,39,0,0,False,False,False,2418,0,0,2,2,Stable Budgeteers
0,1,0,2,1,0,70,1,1,True,False,False,140,1,1,2,1,At-Risk Newbies
0,0,0,59,1,1,100,0,0,True,True,False,5900,2,0,1,0,Loyal High-Rollers
1,0,0,4,1,1,56,0,0,True,False,False,224,2,0,2,1,At-Risk Newbies
1,0,0,72,1,0,90,0,0,True,True,False,6480,1,0,1,0,Loyal High-Rollers
1,0,1,70,1,0,65,0,0,False,False,False,4550,1,0,2,0,Loyal High-Rollers
1,0,0,71,1,0,24,0,0,False,True,False,1704,1,0,1,2,Stable Budgeteers
1,0,1,38,1,0,99,1,1,True,True,False,3762,1,0,1,0,Loyal High-Rollers
1,1,0,19,1,0,91,1,1,True,False,True,1729,1,1,0,1,At-Risk Newbies
1,0,0,3,1,0,70,1,1,False,True,False,210,1,0,1,1,At-Risk Newbies
0,0,1,4,1,1,58,0,0,True,False,False,232,2,0,2,1,At-Risk Newbies
0,0,0,4,1,0,46,1,1,True,True,False,184,1,0,1,1,At-Risk Newbies
1,0,1,18,1,1,95,1,1,True,False,False,1710,2,0,2,1,At-Risk Newbies
1,0,0,51,1,0,25,0,0,False,False,True,1275,1,0,0,2,Stable Budgeteers
0,0,0,13,1,0,85,1,1,True,False,False,1105,1,0,2,1,At-Risk Newbies
1,0,0,3,1,1,80,0,0,True,False,False,240,2,0,2,1,At-Risk Newbies
0,1,0,10,1,0,85,1,1,False,False,True,850,1,0,0,1,At-Risk Newbies
1,0,0,61,1,0,99,0,0,False,False,True,6039,1,0,0,0,Loyal High-Rollers
1,0,0,12,1,1,20,0,0,True,False,False,240,2,0,2,2,Stable Budgeteers
1,0,1,31,0,0,35,1,1,True,False,False,1085,0,0,2,2,Stable Budgeteers
1,0,0,1,1,1,20,0,0,True,False,False,20,2,0,2,1,At-Risk Newbies
1,0,0,72,0,0,66,0,0,False,True,False,4752,0,0,1,0,Loyal High-Rollers
1,1,0,14,1,1,90,1,1,True,False,True,1260,2,1,0,1,At-Risk Newbies
1,0,0,11,1,1,80,1,1,True,False,False,880,2,0,2,1,At-Risk Newbies
1,1,1,56,1,1,95,0,0,True,False,True,5320,2,1,0,0,Loyal High-Rollers
1,0,0,31,1,1,81,0,0,True,False,False,2511,2,0,2,0,Loyal High-Rollers
1,0,0,4,1,1,20,0,0,True,True,False,80,2,0,1,1,At-Risk Newbies
1,1,0,21,1,1,65,0,0,True,False,False,1365,2,1,2,1,At-Risk Newbies
0,0,1,22,1,1,21,0,0,True,False,False,462,2,0,2,2,Stable Budgeteers
1,0,1,1,1,1,70,1,1,True,False,True,70,2,0,0,1,At-Risk Newbies
1,1,0,23,1,1,90,0,0,False,True,False,2070,2,0,1,1,At-Risk Newbies
0,0,0,29,0,0,40,0,0,False,False,False,1160,0,0,2,2,Stable Budgeteers
1,1,0,47,1,0,60,0,0,False,True,False,2820,1,0,1,2,Stable Budgeteers
0,1,0,65,1,1,109,0,0,True,True,False,7085,2,1,1,0,Loyal High-Rollers
0,0,0,1,0,0,30,0,0,False,True,False,30,0,0,1,1,At-Risk Newbies
1,0,1,8,1,0,54,0,0,False,True,False,432,1,0,1,1,At-Risk Newbies
0,0,1,24,1,1,83,0,0,False,False,True,1992,2,0,0,1,At-Risk Newbies
1,1,0,9,1,0,84,1,1,False,False,False,756,1,0,2,1,At-Risk Newbies
1,1,0,5,1,0,50,1,1,False,False,False,250,1,0,2,1,At-Risk Newbies
0,1,0,25,1,0,90,1,1,False,False,False,2250,1,0,2,1,At-Risk Newbies
0,0,0,2,1,1,69,1,1,True,False,False,138,2,0,2,1,At-Risk Newbies
0,0,1,6,1,0,20,0,0,False,False,True,120,1,0,0,1,At-Risk Newbies
1,0,1,41,1,1,20,0,0,True,True,False,820,2,0,1,2,Stable Budgeteers
0,0,0,11,1,1,45,0,0,False,False,False,495,2,0,2,1,At-Risk Newbies
0,1,0,29,1,0,99,1,1,False,True,False,2871,1,0,1,0,Loyal High-Rollers
0,0,1,30,1,0,20,0,0,True,False,False,600,1,0,2,2,Stable Budgeteers
0,0,1,72,1,1,116,0,0,True,False,False,8352,2,0,2,0,Loyal High-Rollers
1,0,1,70,1,1,98,0,0,False,False,True,6860,2,0,0,0,Loyal High-Rollers
0,0,0,25,1,1,54,0,0,False,True,False,1350,2,0,1,1,At-Risk Newbies
0,0,1,12,0,1,29,1,1,False,False,True,348,1,0,0,1,At-Risk Newbies
0,0,0,12,1,1,20,0,0,True,False,False,240,2,0,2,2,Stable Budgeteers
0,0,0,63,1,0,108,1,1,False,False,False,6804,1,0,2,0,Loyal High-Rollers
0,0,0,47,1,0,99,1,1,False,False,False,4653,1,0,2,0,Loyal High-Rollers
1,0,0,72,1,0,99,0,0,False,False,True,7128,1,0,0,0,Loyal High-Rollers
0,0,0,18,1,0,50,0,0,True,False,False,900,1,0,2,1,At-Risk Newbies
0,0,0,71,1,0,85,0,0,False,False,False,6035,1,0,2,0,Loyal High-Rollers
1,0,0,1,1,0,75,1,1,True,False,False,75,1,0,2,1,At-Risk Newbies
1,0,1,42,1,1,54,0,0,True,True,False,2268,2,0,1,2,Stable Budgeteers
0,0,0,19,1,0,89,0,0,False,False,True,1691,1,0,0,1,At-Risk Newbies
1,0,1,72,1,1,105,0,0,True,True,False,7560,2,0,1,0,Loyal High-Rollers
0,0,0,70,1,0,114,0,0,False,True,False,7980,1,0,1,0,Loyal High-Rollers
0,1,1,56,1,1,73,0,0,True,True,False,4088,2,1,1,0,Loyal High-Rollers
0,0,0,46,0,1,46,0,0,True,False,True,2116,1,0,0,2,Stable Budgeteers
0,0,0,2,1,1,20,0,0,True,False,False,40,2,0,2,1,At-Risk Newbies
0,0,1,72,1,0,108,0,0,False,True,False,7776,1,0,1,0,Loyal High-Rollers
1,1,0,69,1,0,85,0,0,False,False,True,5865,1,0,0,0,Loyal High-Rollers
0,0,0,1,1,1,20,0,0,True,False,False,20,2,0,2,1,At-Risk Newbies
0,0,0,53,1,1,21,1,1,True,False,False,1113,2,0,2,2,Stable Budgeteers
0,0,0,29,1,0,20,0,0,True,False,False,580,1,0,2,2,Stable Budgeteers
1,0,0,35,0,1,49,0,0,True,False,False,1715,1,0,2,2,Stable Budgeteers
1,0,0,9,1,0,88,0,0,False,False,False,792,1,0,2,1,At-Risk Newbies
1,0,0,19,1,0,89,0,0,False,False,False,1691,1,0,2,1,At-Risk Newbies
0,0,0,61,1,0,115,0,0,True,False,False,7015,1,0,2,0,Loyal High-Rollers
1,0,0,8,1,0,55,0,0,False,False,True,440,1,0,0,1,At-Risk Newbies
0,0,0,29,1,1,101,0,0,True,False,False,2929,2,0,2,0,Loyal High-Rollers
1,0,0,72,1,0,108,0,0,True,False,False,7776,1,0,2,0,Loyal High-Rollers
1,0,1,1,1,0,100,1,1,False,False,True,100,1,0,0,1,At-Risk Newbies
0,0,0,7,1,0,67,0,0,False,False,True,469,1,0,0,1,At-Risk Newbies
1,0,0,16,1,1,49,0,0,False,False,False,784,2,0,2,1,At-Risk Newbies
1,0,1,21,0,0,26,0,0,False,False,False,546,0,0,2,2,Stable Budgeteers
0,0,0,7,0,0,40,1,1,False,False,False,280,0,0,2,1,At-Risk Newbies
1,1,0,7,1,0,90,1,1,True,False,False,630,1,1,2,1,At-Risk Newbies
1,0,1,32,1,0,91,0,0,False,False,True,2912,1,0,0,0,Loyal High-Rollers
1,0,0,67,1,0,116,1,1,False,False,False,7772,1,0,2,0,Loyal High-Rollers
0,0,1,67,1,1,109,0,0,True,True,False,7303,2,0,1,0,Loyal High-Rollers
1,0,0,24,1,0,55,0,0,False,False,False,1320,1,0,2,1,At-Risk Newbies
1,0,0,17,1,0,21,0,0,False,False,True,357,1,0,0,2,Stable Budgeteers
1,0,0,24,1,1,50,0,0,True,False,True,1200,2,0,0,1,At-Risk Newbies
1,0,0,28,1,0,97,0,0,False,False,True,2716,1,0,0,0,Loyal High-Rollers
0,1,0,38,1,0,95,0,0,True,True,False,3610,1,1,1,0,Loyal High-Rollers
0,0,1,38,1,0,80,1,1,False,False,False,3040,1,0,2,0,Loyal High-Rollers
1,0,0,1,1,1,79,1,1,True,True,False,79,2,0,1,1,At-Risk Newbies
1,0,1,72,1,1,103,1,1,False,True,False,7416,2,0,1,0,Loyal High-Rollers
0,0,0,8,1,0,101,1,1,False,True,False,808,1,0,1,1,At-Risk Newbies
1,1,0,62,1,0,90,0,0,False,False,False,5580,1,0,2,0,Loyal High-Rollers
1,0,0,67,1,0,88,0,0,False,False,True,5896,1,0,0,0,Loyal High-Rollers
0,0,1,18,1,1,20,0,0,False,True,False,360,2,0,1,2,Stable Budgeteers
1,0,0,2,1,0,64,0,0,False,False,False,128,1,0,2,1,At-Risk Newbies
1,0,1,33,0,0,34,0,0,True,False,False,1122,0,0,2,2,Stable Budgeteers
0,0,0,71,1,0,24,0,0,False,False,True,1704,1,0,0,2,Stable Budgeteers
0,0,0,7,1,0,21,0,0,False,True,False,147,1,0,1,1,At-Risk Newbies
1,0,0,5,1,0,70,1,1,True,False,False,350,1,0,2,1,At-Risk Newbies
0,0,1,17,1,1,93,0,0,True,False,True,1581,2,0,0,1,At-Risk Newbies
1,0,0,12,1,0,20,0,0,True,True,False,240,1,0,1,2,Stable Budgeteers
0,1,0,50,1,0,109,0,0,False,False,False,5450,1,0,2,0,Loyal High-Rollers
1,0,0,45,1,0,51,0,0,False,False,False,2295,1,0,2,2,Stable Budgeteers
1,0,0,56,1,0,99,0,0,False,False,True,5544,1,0,0,0,Loyal High-Rollers
0,0,1,59,1,1,76,0,0,True,False,False,4484,2,0,2,0,Loyal High-Rollers
1,0,0,1,1,1,87,1,1,False,True,False,87,2,0,1,1,At-Risk Newbies
1,0,0,1,1,1,81,1,1,True,False,False,81,2,0,2,1,At-Risk Newbies
1,0,1,67,1,0,90,0,0,False,False,False,6030,1,0,2,0,Loyal High-Rollers
1,0,1,39,0,0,45,0,0,False,False,True,1755,0,0,0,2,Stable Budgeteers
0,0,1,36,1,0,93,0,0,False,False,True,3348,1,0,0,0,Loyal High-Rollers
0,0,1,72,1,0,70,0,0,True,False,False,5040,1,0,2,0,Loyal High-Rollers
1,1,0,66,1,1,100,1,1,False,False,True,6600,2,0,0,0,Loyal High-Rollers
0,0,0,9,1,1,20,0,0,True,False,True,180,2,0,0,1,At-Risk Newbies
0,0,0,68,1,0,26,0,0,False,True,False,1768,1,0,1,2,Stable Budgeteers
1,0,0,7,1,1,24,0,0,True,False,True,168,2,0,0,1,At-Risk Newbies
1,0,0,1,1,1,20,0,0,False,False,True,20,2,0,0,1,At-Risk Newbies
1,0,0,4,1,0,50,1,1,True,True,False,200,1,0,1,1,At-Risk Newbies
1,0,0,39,1,0,73,0,0,True,False,False,2847,1,0,2,0,Loyal High-Rollers
0,0,1,7,1,0,21,0,0,False,False,False,147,1,0,2,1,At-Risk Newbies
1,1,0,72,1,0,84,0,0,True,False,False,6048,1,1,2,0,Loyal High-Rollers
1,1,0,46,1,1,101,1,1,True,False,False,4646,2,1,2,0,Loyal High-Rollers
1,0,1,61,1,0,98,0,0,False,True,False,5978,1,0,1,0,Loyal High-Rollers
1,0,0,20,1,0,20,0,0,False,False,True,400,1,0,0,2,Stable Budgeteers
1,0,0,43,1,0,100,1,1,False,False,False,4300,1,0,2,0,Loyal High-Rollers
1,0,1,62,1,0,21,0,0,False,False,False,1302,1,0,2,2,Stable Budgeteers
0,0,1,69,0,1,46,0,0,True,False,False,3174,1,0,2,2,Stable Budgeteers
1,0,1,2,1,0,61,0,0,False,True,False,122,1,0,1,1,At-Risk Newbies
1,1,0,32,1,1,81,0,0,False,False,True,2592,2,0,0,0,Loyal High-Rollers
1,0,0,10,1,1,104,1,1,False,False,True,1040,2,0,0,1,At-Risk Newbies
1,0,1,68,1,1,100,0,0,True,False,False,6800,2,0,2,0,Loyal High-Rollers
1,0,0,13,1,0,75,1,1,False,False,True,975,1,0,0,1,At-Risk Newbies
1,0,0,2,1,0,54,1,1,False,False,True,108,1,0,0,1,At-Risk Newbies
1,0,0,34,1,1,26,0,0,False,False,True,884,2,0,0,2,Stable Budgeteers
0,0,1,72,1,0,90,0,0,True,False,False,6480,1,0,2,0,Loyal High-Rollers
1,0,0,64,1,0,105,0,0,False,False,False,6720,1,0,2,0,Loyal High-Rollers
1,0,1,60,1,1,21,0,0,True,False,False,1260,2,0,2,2,Stable Budgeteers
0,0,0,3,1,1,65,0,0,True,True,False,195,2,0,1,1,At-Risk Newbies
0,0,0,2,1,1,70,0,0,True,False,False,140,2,0,2,1,At-Risk Newbies
0,0,0,65,1,0,96,0,0,True,False,True,6240,1,0,0,0,Loyal High-Rollers
1,0,1,50,1,1,25,0,0,True,False,False,1250,2,0,2,2,Stable Budgeteers
0,0,0,63,1,0,81,0,0,False,False,False,5103,1,0,2,0,Loyal High-Rollers
0,1,0,60,1,1,89,0,0,False,True,False,5340,2,0,1,0,Loyal High-Rollers
0,0,0,22,1,0,26,0,0,False,False,False,572,1,0,2,2,Stable Budgeteers
0,1,0,8,1,1,81,1,1,False,False,True,648,2,0,0,1,At-Risk Newbies
0,0,0,23,1,1,74,0,0,True,True,False,1702,2,0,1,1,At-Risk Newbies
1,0,0,4,1,0,74,1,1,True,False,False,296,1,0,2,1,At-Risk Newbies
1,1,0,2,1,1,19,0,0,True,False,False,38,2,1,2,1,At-Risk Newbies
0,0,1,20,1,0,20,0,0,False,True,False,400,1,0,1,2,Stable Budgeteers
0,0,1,0,1,1,81,0,0,True,False,False,0,2,0,2,1,At-Risk Newbies
0,0,1,2,1,1,20,1,1,False,False,False,40,2,0,2,1,At-Risk Newbies
0,0,0,62,1,1,26,0,0,True,False,False,1612,2,0,2,2,Stable Budgeteers
0,1,0,14,1,0,80,0,0,False,False,False,1120,1,0,2,1,At-Risk Newbies
0,0,0,56,1,0,20,0,0,False,False,False,1120,1,0,2,2,Stable Budgeteers
0,1,0,34,1,0,94,1,1,False,False,False,3196,1,0,2,0,Loyal High-Rollers
1,0,0,63,1,0,90,0,0,True,False,False,5670,1,0,2,0,Loyal High-Rollers
0,0,1,49,0,1,36,0,0,True,False,False,1764,1,0,2,2,Stable Budgeteers
1,0,0,34,1,0,101,0,0,False,True,False,3434,1,0,1,0,Loyal High-Rollers
1,0,0,1,1,0,44,0,0,False,False,True,44,1,0,0,1,At-Risk Newbies
1,0,1,72,1,0,91,0,0,True,False,False,6552,1,0,2,0,Loyal High-Rollers
1,0,1,13,1,1,50,0,0,True,False,False,650,2,0,2,1,At-Risk Newbies
0,0,1,68,1,0,83,1,1,True,False,False,5644,1,0,2,0,Loyal High-Rollers
0,0,0,4,1,0,70,1,1,False,True,False,280,1,0,1,1,At-Risk Newbies
1,0,0,18,1,0,55,0,0,True,False,False,990,1,0,2,1,At-Risk Newbies
1,0,0,19,1,0,100,1,1,False,False,False,1900,1,0,2,1,At-Risk Newbies
0,1,0,40,1,0,79,1,1,False,True,False,3160,1,0,1,0,Loyal High-Rollers
0,0,1,14,1,0,20,0,0,True,False,False,280,1,0,2,2,Stable Budgeteers
0,0,0,46,1,0,45,0,0,False,False,True,2070,1,0,0,2,Stable Budgeteers
1,0,0,1,1,0,85,1,1,False,False,True,85,1,0,0,1,At-Risk Newbies
0,0,0,8,1,1,65,0,0,False,False,False,520,2,0,2,1,At-Risk Newbies
1,0,1,23,1,0,60,0,0,True,True,False,1380,1,0,1,1,At-Risk Newbies
0,1,0,56,1,1,73,0,0,True,True,False,4088,2,1,1,0,Loyal High-Rollers
1,0,0,3,1,1,84,0,0,True,False,True,252,2,0,0,1,At-Risk Newbies
0,0,0,55,1,0,65,0,0,False,False,True,3575,1,0,0,0,Loyal High-Rollers
1,0,0,4,1,1,49,0,0,False,False,True,196,2,0,0,1,At-Risk Newbies
0,0,1,72,0,1,65,0,0,True,False,False,4680,1,0,2,0,Loyal High-Rollers
0,0,0,17,1,0,19,0,0,True,False,True,323,1,0,0,2,Stable Budgeteers
0,0,1,65,1,0,99,0,0,False,False,False,6435,1,0,2,0,Loyal High-Rollers
1,0,0,1,1,1,20,1,1,True,True,False,20,2,0,1,1,At-Risk Newbies
0,0,0,52,1,0,80,0,0,True,False,False,4160,1,0,2,0,Loyal High-Rollers
1,0,0,25,1,1,20,0,0,True,True,False,500,2,0,1,2,Stable Budgeteers
0,0,0,58,1,1,94,0,0,False,False,False,5452,2,0,2,0,Loyal High-Rollers
0,0,0,71,0,0,48,0,0,True,True,False,3408,0,0,1,2,Stable Budgeteers
1,0,0,3,1,0,74,0,0,False,False,True,222,1,0,0,1,At-Risk Newbies
1,0,1,17,1,1,67,0,0,True,False,False,1139,2,0,2,1,At-Risk Newbies
1,0,0,1,1,1,70,0,0,True,False,True,70,2,0,0,1,At-Risk Newbies
1,0,0,17,1,1,80,0,0,True,False,True,1360,2,0,0,1,At-Risk Newbies
0,0,1,13,1,0,54,0,0,False,False,True,702,1,0,0,1,At-Risk Newbies
0,1,0,1,1,0,70,1,1,False,False,True,70,1,0,0,1,At-Risk Newbies
1,0,0,29,1,0,59,0,0,True,False,False,1711,1,0,2,1,At-Risk Newbies
0,0,0,57,1,1,113,1,1,True,False,True,6441,2,0,0,0,Loyal High-Rollers
0,0,0,12,1,1,51,0,0,True,False,False,612,2,0,2,1,At-Risk Newbies
1,1,0,13,1,1,90,1,1,False,False,True,1170,2,0,0,1,At-Risk Newbies
1,0,0,53,1,1,25,0,0,True,False,False,1325,2,0,2,2,Stable Budgeteers
1,0,0,57,1,0,60,0,0,True,False,False,3420,1,0,2,0,Loyal High-Rollers
0,1,0,65,1,1,106,1,1,False,False,True,6890,2,0,0,0,Loyal High-Rollers
0,0,0,4,1,1,60,1,1,False,False,False,240,2,0,2,1,At-Risk Newbies
0,1,0,13,1,0,55,0,0,False,True,False,715,1,0,1,1,At-Risk Newbies
0,0,1,8,1,0,19,0,0,False,False,False,152,1,0,2,1,At-Risk Newbies
0,0,0,60,1,0,106,0,0,True,True,False,6360,1,0,1,0,Loyal High-Rollers
0,0,0,15,1,1,88,1,1,True,False,False,1320,2,0,2,1,At-Risk Newbies
0,0,0,1,1,0,70,1,1,True,True,False,70,1,0,1,1,At-Risk Newbies
0,0,0,4,1,0,20,0,0,False,False,False,80,1,0,2,1,At-Risk Newbies
1,0,1,34,0,1,30,0,0,False,False,False,1020,1,0,2,2,Stable Budgeteers
1,0,1,1,1,0,45,0,0,True,False,False,45,1,0,2,1,At-Risk Newbies
0,1,0,35,1,1,108,0,0,True,False,False,3780,2,1,2,0,Loyal High-Rollers
1,0,1,2,1,0,55,0,0,False,False,False,110,1,0,2,1,At-Risk Newbies
0,0,1,34,1,1,21,0,0,False,False,True,714,2,0,0,2,Stable Budgeteers
1,0,0,15,1,1,20,0,0,False,False,True,300,2,0,0,2,Stable Budgeteers
0,0,0,42,1,0,66,0,0,False,False,False,2772,1,0,2,0,Loyal High-Rollers
0,0,0,70,1,1,20,0,0,True,False,False,1400,2,0,2,2,Stable Budgeteers
1,0,1,34,1,1,79,0,0,True,False,True,2686,2,0,0,0,Loyal High-Rollers
1,0,0,1,1,0,20,1,1,False,False,False,20,1,0,2,1,At-Risk Newbies
1,1,0,42,1,0,79,0,0,False,False,False,3318,1,0,2,0,Loyal High-Rollers
0,0,0,1,1,1,19,0,0,True,True,False,19,2,0,1,1,At-Risk Newbies
0,0,1,57,1,0,53,0,0,True,False,True,3021,1,0,0,2,Stable Budgeteers
0,0,0,14,1,1,65,1,1,True,False,False,910,2,0,2,1,At-Risk Newbies
1,0,0,10,1,1,57,0,0,True,True,False,570,2,0,1,1,At-Risk Newbies
0,0,0,22,1,0,65,0,0,False,True,False,1430,1,0,1,1,At-Risk Newbies
0,0,0,15,1,0,20,1,1,False,False,True,300,1,0,0,2,Stable Budgeteers
1,0,0,60,1,0,24,0,0,True,False,False,1440,1,0,2,2,Stable Budgeteers
1,1,0,9,1,0,99,1,1,False,False,False,891,1,0,2,1,At-Risk Newbies
1,0,0,59,1,0,61,0,0,False,False,False,3599,1,0,2,0,Loyal High-Rollers
1,0,0,34,1,0,106,1,1,False,False,False,3604,1,0,2,0,Loyal High-Rollers
0,0,0,1,1,0,100,1,1,False,False,False,100,1,0,2,1,At-Risk Newbies
0,0,0,48,1,0,97,0,0,True,False,False,4656,1,0,2,0,Loyal High-Rollers
1,0,1,71,1,0,90,0,0,False,False,True,6390,1,0,0,0,Loyal High-Rollers
0,0,1,71,0,0,60,0,0,False,False,True,4260,0,0,0,0,Loyal High-Rollers
0,0,0,9,1,1,44,1,1,False,True,False,396,2,0,1,1,At-Risk Newbies
0,0,0,10,1,0,24,0,0,False,False,False,240,1,0,2,1,At-Risk Newbies
0,0,0,72,1,0,115,0,0,False,False,True,8280,1,0,0,0,Loyal High-Rollers
1,0,0,3,0,0,30,0,0,False,True,False,90,0,0,1,1,At-Risk Newbies
1,0,0,57,0,0,54,0,0,False,True,False,3078,0,0,1,2,Stable Budgeteers
0,0,0,35,1,1,57,0,0,True,True,False,1995,2,0,1,2,Stable Budgeteers
1,0,0,50,1,0,70,0,0,True,False,False,3500,1,0,2,0,Loyal High-Rollers
1,0,0,9,1,0,86,0,0,True,False,False,774,1,0,2,1,At-Risk Newbies
